# Khong et al. yeast stress granule transcriptome, Table S2
# Changed #DIV/0! and NS values to NA
#gene_ID	gene_name	avReads(SG)	avReads(Total)	FC(SG/tot)	p-value	SG classification	length	5prime UTR length	ORF length	3primeUTR length	codon optimality	initiation rate	ribosome density	class (Chartron et al. )	t1/2 (Neymotin et al.)	fraction GC content
ORF	gene	avReads.sg	avReads.total	foldchange.sg.total	p.value	sg.classification	length	length.utr5	length.orf	length.utr3	codon.optimality	initiation.rate	ribosome.density	class.chartron	halflife.min	fraction.gc
YHR150W	PEX28	1788.217637	1437.9955	1.243548841	NA	neither	1988	32	1740	216	0.375862069	1.46833E-06	0.2584	Exception	12.4	0.396333333
YPL034W	YPL034W	1046.275734	841.3803008	1.243522974	NA	neither	498	0	498	0	0.373493976	1.36067E-05	0.0344	Cytonuclear	16.3	0.373666667
YER017C	AFG3	8944.092555	7195.122039	1.243077255	NA	neither	2423	0	2286	137	0.477690289	0.000103377	0.9772	mito	9.6	0.431333333
YHR196W	UTP9	5206.377069	4188.402862	1.243045915	NA	neither	1831	56	1728	47	0.461805556	5.27405E-05	0.295	Cytonuclear	14.7	0.342666667
YDR238C	SEC26	35018.83583	28174.9787	1.242905494	NA	neither	3230	140	2922	168	0.552361396	0.000158069	2.0383	Cytonuclear	11.4	0.388
YER089C	PTC2	8721.761106	7018.238147	1.242728007	NA	neither	1754	304	1395	55	0.496774194	NA	3.6891	Cytonuclear	10.9	0.486333333
YBR057C	MUM2	2412.071265	1943.100798	1.24135159	NA	neither	1302	99	1101	102	0.395095368	1.44892E-05	1.2725	Cytonuclear	12.1	0.384
YKR038C	KAE1	4826.737398	3888.635052	1.241242064	NA	neither	1574	304	1161	109	0.444444444	5.181E-05	0.3584	Cytonuclear	12.4	0.441
YDL227C	HO	5399.557924	4350.930536	1.241012211	NA	neither	1761	0	1761	0	0.436115843	2.56138E-05	1.2938	Cytonuclear	8.1	0.408666667
YPL253C	VIK1	1743.230798	1404.891416	1.24082956	NA	neither	2127	115	1944	68	0.447530864	NA	0.5898	Cytonuclear	8.6	0.354333333
YLR123C	YLR123C	31.78500189	25.62296883	1.240488645	NA	neither	330	0	330	0	NA	NA	NA	NA	9.8	NA
YPL190C	NAB3	7959.326249	6416.923598	1.240364815	NA	neither	2898	94	2409	395	0.518057285	1.31477E-05	NA	Cytonuclear	6.6	0.413
YIL115W-A	YIL115W-A	8.010690285	6.459244978	1.240189885	NA	neither	496	11	372	113	NA	1.7384E-05	NA	NA	NA	NA
YJL038C	LOH1	111.2016114	89.70833938	1.239590568	NA	neither	660	0	660	0	0.413636364	1.06521E-05	NA	TMD	NA	0.373
YPL168W	YPL168W	1574.102865	1269.883817	1.239564473	NA	neither	1445	91	1293	61	0.39675174	4.53771E-05	0.308	mito	9.2	0.363
YOR149C	SMP3	2763.011055	2230.231668	1.238889706	NA	neither	1627	44	1551	32	0.408123791	NA	0.4179	TMD	10.6	0.365
YGR125W	YGR125W	7734.377745	6243.474751	1.238793789	NA	neither	3196	5	3111	80	0.428158149	1.29634E-05	1.0533	TMD	8.3	0.372666667
YPL017C	IRC15	1510.884254	1220.553626	1.237867982	NA	neither	1500	0	1500	0	0.406	3.35461E-05	NA	Cytonuclear	10.4	0.466666667
YCL032W	STE50	1818.132883	1468.86204	1.237783286	NA	neither	1277	39	1041	197	0.458213256	NA	0.2698	Cytonuclear	10.2	0.437333333
YGR196C	FYV8	5021.315841	4058.528015	1.237225867	NA	neither	2587	25	2454	108	0.399755501	3.07145E-05	0.8037	Cytonuclear	4.4	0.393666667
YER187W	YER187W	135.2750109	109.3414429	1.237179676	NA	neither	567	0	426	141	0.373239437	2.03848E-05	NA	Cytonuclear	NA	0.450666667
YGL045W	RIM8	5475.531567	4426.859116	1.236888598	NA	neither	1880	50	1629	201	0.447513812	2.76772E-05	0.3464	Cytonuclear	10	0.413666667
YOL017W	ESC8	2314.383739	1872.354664	1.236081915	NA	neither	2331	83	2145	103	0.408391608	2.92792E-05	0.7299	Cytonuclear	11	0.376666667
YGL107C	RMD9	4091.675605	3310.3911	1.236009728	NA	neither	2069	60	1941	68	0.465224111	2.10572E-05	0.6754	mito	9.3	0.383
YOR104W	PIN2	1000.795673	809.7625711	1.235912487	NA	neither	849	0	849	0	0.424028269	1.65194E-05	0.4539	TMD	14.7	0.386666667
YOL020W	TAT2	8649.198883	6998.931814	1.235788419	NA	neither	2009	111	1779	119	0.490725126	NA	0.6127	TMD	8.9	0.438666667
YDL230W	PTP1	1869.782174	1513.704274	1.235236106	NA	neither	1122	54	1008	60	0.422619048	2.19187E-05	0.4453	Cytonuclear	11.1	0.451333333
YPL207W	TYW1	7759.512103	6284.504838	1.234705407	NA	neither	2606	69	2433	104	0.44512947	4.45033E-05	0.4679	Exception	9	0.398
YOR373W	NUD1	3576.137703	2896.506363	1.234638304	NA	neither	2639	0	2556	83	0.433098592	0.000133475	NA	Cytonuclear	6.7	0.417666667
YNL159C	ASI2	2306.550138	1868.298924	1.23457232	NA	neither	1202	22	870	310	0.375862069	1.21009E-05	0.5794	TMD	9.8	0.388666667
YGL125W	MET13	19870.0776	16101.40785	1.234058399	NA	neither	2460	223	1803	434	0.580698835	7.55251E-05	2.6186	Cytonuclear	7	0.459
YDR470C	UGO1	2251.340869	1825.04969	1.233577848	NA	neither	1509	0	1509	0	0.453280318	NA	0.9805	TMD	9.8	0.378
YLR389C	STE23	15364.07617	12457.20445	1.23334864	NA	neither	3274	92	3084	98	0.475680934	3.64498E-05	1.583	SS	9.7	0.388
YNL095C	YNL095C	1574.934892	1277.090276	1.233221271	NA	neither	2250	60	1929	261	0.444790047	0.000247487	0.8252	TMD	7.5	0.407
YBR117C	TKL2	585.9343825	475.1270101	1.233216319	NA	neither	2046	0	2046	0	0.524926686	NA	NA	Cytonuclear	9.9	0.449
YKL055C	OAR1	690.9170872	560.3722429	1.23296094	NA	neither	837	0	837	0	0.47311828	2.74382E-05	NA	mito	10.5	0.417
YNL218W	MGS1	1579.107683	1280.833024	1.232875522	NA	neither	2015	245	1764	6	0.443877551	0.000067678	0.6617	Cytonuclear	9.2	0.398
YBR002C	RER2	2248.540682	1824.213645	1.232608191	NA	neither	1000	48	861	91	0.407665505	1.39311E-05	0.3099	Cytonuclear	4.5	0.421666667
YGR054W	YGR054W	15931.08697	12928.68854	1.23222761	NA	neither	2152	147	1929	76	0.548989114	8.10172E-05	4.8451	Cytonuclear	6	0.413666667
YDR036C	EHD3	5247.202129	4260.695724	1.23153646	NA	neither	1681	56	1503	122	0.53493014	NA	1.3768	mito	9.2	0.393666667
YDR375C	BCS1	2686.835303	2182.112074	1.231300324	NA	neither	1417	13	1371	33	0.470459519	2.66989E-05	0.2969	mito	10.7	0.413
YDR267C	CIA1	2245.989501	1824.194602	1.231222534	NA	neither	1179	45	993	141	0.438066465	1.7945E-05	0.5504	Cytonuclear	10.5	0.42
YNR060W	FRE4	374.8853162	304.5506888	1.230945554	NA	neither	2254	25	2160	69	0.468055556	NA	NA	SSTMD	5.6	0.398666667
YGR104C	SRB5	1605.425043	1304.528985	1.230654943	NA	neither	1063	22	924	117	0.415584416	6.53294E-05	0.4251	Cytonuclear	11.8	0.379666667
YNL043C	YNL043C	63.55351964	51.65966779	1.230234772	NA	neither	321	0	321	0	NA	7.21384E-06	NA	NA	NA	NA
YPL169C	MEX67	6523.540207	5308.380271	1.228913505	NA	neither	2077	38	1800	239	0.425	8.40573E-05	1.9476	Cytonuclear	7.2	0.402666667
YGR057C	LST7	1290.094031	1050.071607	1.228577196	NA	neither	1131	80	729	322	0.395061728	5.23357E-05	0.1535	Cytonuclear	42.2	0.337333333
YOR243C	PUS7	6663.069557	5423.863407	1.228472964	NA	neither	2193	27	2031	135	0.519940916	1.55488E-05	1.0406	Cytonuclear	9.4	0.381333333
YER087W	AIM10	2721.682697	2215.509989	1.228467807	NA	neither	1853	52	1731	70	0.405545927	2.63955E-05	0.3574	Cytonuclear	9.5	0.384666667
YPL043W	NOP4	6744.493521	5494.937649	1.227401283	NA	neither	2144	0	2058	86	0.511661808	0.00011718	1.7191	Cytonuclear	5.9	0.396666667
YBL056W	PTC3	10992.73378	8957.548872	1.227203327	NA	neither	1882	81	1407	394	0.458422175	5.41342E-05	0.5473	Cytonuclear	12.3	0.388666667
YPR062W	FCY1	5458.783905	4448.719778	1.227046022	NA	neither	601	20	477	104	0.503144654	7.8661E-05	1.1767	Cytonuclear	9.4	0.444666667
YHR047C	AAP1	10077.30354	8217.511146	1.226320641	NA	neither	2743	50	2571	122	0.540256709	9.60235E-06	1.5013	Cytonuclear	14.8	0.391666667
YBL080C	PET112	1923.045116	1569.291664	1.225422373	NA	neither	2871	14	1626	1231	0.455719557	5.67525E-05	0.2271	mito	11.2	0.411333333
YEL011W	GLC3	5942.537682	4853.624271	1.224350578	NA	neither	2217	32	2115	70	0.469503546	1.36823E-05	1.159	Cytonuclear	10.4	0.409333333
YDR494W	RSM28	3102.678886	2534.257568	1.224295006	NA	neither	1216	56	1086	74	0.417127072	6.47577E-05	0.346	Cytonuclear	9.5	0.376666667
YDR189W	SLY1	8892.568733	7263.577759	1.224268402	NA	neither	2135	44	2001	90	0.517241379	NA	1.3005	Cytonuclear	8.7	0.386333333
YER145C-A	YER145C-A	26.66215592	21.79735524	1.223183071	NA	neither	438	0	438	0	NA	NA	NA	NA	NA	NA
YKL138C	MRPL31	2363.152849	1932.215262	1.223027732	NA	neither	546	99	396	51	0.5	1.97477E-05	1.3408	mito	21	0.378666667
YGL137W	SEC27	40515.23261	33138.77571	1.222592922	NA	neither	3080	20	2870	190	0.526966292	1.85026E-05	2.2504	Cytonuclear	11.5	0.404333333
YPL027W	SMA1	54.98064943	45.00735623	1.221592514	NA	neither	738	0	738	0	0.451219512	NA	NA	Cytonuclear	NA	0.388666667
YGR039W	YGR039W	171.5978154	140.5351257	1.2210315	NA	neither	603	212	312	79	NA	NA	NA	NA	6.4	NA
YLR128W	DCN1	933.0405405	764.3293752	1.220730971	NA	neither	991	16	904	71	0.407407407	1.50058E-05	NA	Cytonuclear	13.2	0.405
YOL072W	THP1	1761.483607	1443.052235	1.220665174	NA	neither	1490	23	1368	99	0.445175439	1.60181E-05	0.3709	Cytonuclear	7.8	0.414666667
YGR194C	XKS1	4185.699255	3431.705039	1.219714168	NA	neither	1882	0	1803	79	0.449251248	1.69978E-05	0.363	Cytonuclear	11.3	0.401333333
YJL044C	GYP6	3331.78959	2731.997026	1.219543637	NA	neither	1491	45	1377	69	0.479302832	4.40782E-05	0.4353	Cytonuclear	18.2	0.381666667
YDL070W	BDF2	17292.2291	14180.54875	1.219433	NA	neither	2072	0	1917	155	0.439749609	9.60386E-06	0.8988	Exception	7.9	0.368333333
YGR003W	CUL3	3193.709288	2619.157044	1.219365328	NA	neither	2268	9	2235	24	0.413422819	2.00221E-05	0.4461	Cytonuclear	6.4	0.357
YBR271W	EFM2	1616.976386	1326.785128	1.218717599	NA	neither	1370	14	1260	96	0.361904762	NA	0.4448	Cytonuclear	11.4	0.394333333
YDR537C	YDR537C	13.82105414	11.3407608	1.21870608	NA	neither	676	36	606	34	NA	5.41941E-05	NA	NA	NA	NA
YJL164C	TPK1	7473.888716	6140.280915	1.217190031	NA	neither	1463	180	1194	89	0.515075377	2.05977E-05	1.1806	Cytonuclear	8.9	0.397666667
YOR110W	TFC7	2815.531205	2313.204588	1.217156156	NA	neither	1413	58	1308	47	0.417431193	NA	0.4926	Cytonuclear	8.7	0.402666667
YGL217C	YGL217C	3.204276114	2.633631383	1.216676007	NA	neither	411	0	342	69	NA	8.22569E-06	NA	NA	NA	NA
YOR044W	IRC23	1063.046404	874.0512133	1.216228967	NA	neither	887	247	474	166	0.35443038	2.2778E-05	0.2616	Exception	32	0.364666667
YNL011C	YNL011C	2291.92917	1884.821727	1.215992546	NA	neither	1671	276	1335	60	0.42247191	1.01399E-05	0.2052	Exception	7.9	0.367666667
YKR051W	YKR051W	2290.044566	1883.31535	1.215964478	NA	neither	1706	117	1257	332	0.37947494	3.57407E-05	0.2311	Exception	10.4	0.374
YOR196C	LIP5	4744.938351	3903.673342	1.215505995	NA	neither	1406	21	1245	140	0.462650602	5.23009E-06	0.5407	mito	9.1	0.411
YJL054W	TIM54	6149.700612	5062.254418	1.214814607	NA	neither	1648	20	1437	191	0.498956159	2.71578E-05	0.8267	mito	12.2	0.418
YAL014C	SYN8	2534.589732	2086.887124	1.2145313	NA	neither	950	44	768	138	0.41796875	1.91054E-05	0.7915	TA	14.4	0.449
YPR178W	PRP4	1780.380902	1466.616304	1.213937754	NA	neither	1446	0	1398	48	0.39055794	NA	0.4677	Cytonuclear	8.4	0.409333333
YDL177C	YDL177C	748.4961275	617.6827741	1.211780802	NA	neither	639	50	513	76	0.467836257	2.1467E-05	0.1315	Cytonuclear	15.2	0.401666667
YHR159W	TDA11	1793.838411	1480.518885	1.211628187	NA	neither	1720	43	1515	162	0.378217822	0.00028258	0.5409	Cytonuclear	9.2	0.420666667
YBR162C	TOS1	35695.09202	29460.91832	1.211608261	NA	neither	1759	148	1368	243	0.666666667	0.000254672	4.3198	SS	12.5	0.435
YNL177C	MRPL22	3841.260533	3172.911884	1.210642046	NA	neither	1122	31	930	161	0.422580645	8.44619E-06	0.5768	mito	12.1	0.385
YLR446W	YLR446W	1056.731854	873.0211517	1.210430986	NA	neither	1559	0	1302	257	0.433179724	1.90497E-05	NA	Cytonuclear	7.1	0.377
YDL170W	UGA3	2497.312327	2064.264426	1.209783153	NA	neither	1763	30	1587	146	0.436672968	NA	0.4626	Cytonuclear	9.7	0.384333333
YPL097W	MSY1	2578.657985	2131.555793	1.209753924	NA	neither	1611	21	1479	111	0.401622718	5.3709E-05	0.2244	mito	15.7	0.389333333
YNL319W	YNL319W	222.7835073	184.1624314	1.209712022	NA	neither	441	0	441	0	NA	3.06258E-05	NA	NA	5.5	NA
YBR236C	ABD1	3409.575653	2819.389093	1.209331363	NA	neither	1485	40	1311	134	0.466819222	4.23515E-05	0.665	Cytonuclear	13.6	0.387666667
YDR252W	BTT1	318.9728679	263.8710603	1.208820958	NA	neither	1041	0	450	591	0.4	1.83052E-05	1.1793	Cytonuclear	30.1	0.395666667
YLR188W	MDL1	7185.702223	5948.934816	1.207897287	NA	neither	2297	74	2088	135	0.456896552	0.000108767	0.9772	mito	11.8	0.413666667
YPR009W	SUT2	1462.532435	1210.882004	1.207824074	NA	neither	979	103	807	69	0.43866171	3.47414E-05	0.4361	Cytonuclear	22.3	0.386666667
YKR008W	RSC4	4209.841298	3488.209036	1.206877585	NA	neither	1980	17	1878	85	0.452076677	0.000166905	2.3035	Cytonuclear	4.7	0.347
YLR079W	SIC1	4711.9322	3904.243349	1.206874618	NA	neither	1046	41	855	150	0.414035088	7.31782E-06	0.9847	Cytonuclear	9.6	0.431333333
YLR313C	SPH1	1464.219906	1213.568966	1.206540334	NA	neither	2584	0	1986	598	0.418079096	1.61423E-05	0.1817	Cytonuclear	12	0.386
YCL057W	PRD1	14026.10475	11627.14603	1.206323952	NA	neither	2283	17	2139	127	0.495091164	4.49705E-06	3.3238	Exception	11.4	0.396666667
YMR023C	MSS1	1442.126789	1195.498454	1.206297494	NA	neither	1712	84	1581	47	0.430740038	NA	0.1172	mito	14.3	0.38
YHR092C	HXT4	3209.505564	2660.708382	1.206259801	NA	neither	1921	75	1683	163	0.750433276	2.45611E-05	NA	TMD	17.7	0.393
YDL113C	ATG20	4380.750894	3633.820083	1.205549751	NA	neither	2070	51	1923	96	0.453978159	NA	0.5606	Cytonuclear	10.8	0.372333333
YJL150W	YJL150W	39.46615278	32.77848697	1.204026068	NA	neither	303	0	303	0	NA	6.30731E-05	NA	NA	NA	NA
YBR197C	YBR197C	1298.692933	1078.675477	1.203970018	NA	neither	820	0	654	166	0.412844037	2.30309E-05	1.6625	Cytonuclear	8.8	0.470666667
YER018C	SPC25	895.2125156	744.1409346	1.203014743	NA	neither	865	95	666	104	0.405405405	1.72157E-05	0.6242	Cytonuclear	13.2	0.561666667
YGL143C	MRF1	1933.879249	1607.638789	1.202931444	NA	neither	1338	17	1242	79	0.466183575	5.73371E-05	0.3945	mito	11.2	0.414666667
YOR211C	MGM1	6288.499617	5229.111637	1.202594256	NA	neither	3114	147	2646	321	0.436507937	1.82237E-05	1.2563	Exception	7.8	0.374666667
YCR035C	RRP43	2780.342255	2315.451281	1.200777696	NA	neither	1357	18	1185	154	0.481012658	1.87286E-05	0.4197	Cytonuclear	13.4	0.382333333
YOL124C	TRM11	2357.994196	1964.13818	1.200523579	NA	neither	1390	33	1302	55	0.447004608	3.51518E-05	0.4301	Exception	12.6	0.391666667
YBR094W	PBY1	4758.992137	3964.113028	1.20051878	NA	neither	2409	56	2262	91	0.476127321	3.42152E-05	0.7182	Cytonuclear	8.5	0.374666667
YCL063W	VAC17	2503.993886	2085.865544	1.200457955	NA	neither	1456	29	1272	155	0.431603774	2.62601E-05	0.8716	Cytonuclear	9	0.401666667
YER113C	TMN3	6097.671781	5079.940628	1.20034312	NA	neither	2121	0	2121	0	0.390381895	5.24187E-05	0.6475	SSTMD	10	0.375
YPL139C	UME1	2224.758474	1854.066202	1.199934755	NA	neither	1566	41	1383	142	0.429501085	5.06164E-06	1.2143	Cytonuclear	9	0.375666667
YJR136C	TTI2	1417.184596	1181.434197	1.199545941	NA	neither	1507	60	1266	181	0.417061611	8.01573E-05	0.1413	Cytonuclear	12.8	0.379
YJL115W	ASF1	1700.318823	1418.070278	1.199037065	NA	neither	987	64	840	83	0.45	4.91783E-05	1.926	Cytonuclear	9.2	0.431
YHR156C	LIN1	758.0388267	632.244214	1.198965226	NA	neither	1078	27	1023	28	0.390029326	1.64814E-05	0.3711	Cytonuclear	6.8	0.343333333
YMR009W	ADI1	2793.935876	2331.668522	1.198256034	NA	neither	669	64	540	65	0.505555556	5.46458E-05	1.0682	Cytonuclear	9	0.414666667
YER125W	RSP5	22228.33888	18559.92303	1.197652536	NA	neither	3315	508	2430	377	0.511111111	4.53705E-05	5.182	Cytonuclear	NA	0.411333333
YPL252C	YAH1	1891.620715	1579.514297	1.197596451	NA	neither	625	0	519	106	0.468208092	NA	1.202	mito	9.7	0.479666667
YLR036C	YLR036C	906.9839492	757.4592162	1.197403015	NA	neither	857	32	612	213	0.426470588	2.0265E-05	0.3604	TMD	22.4	0.339666667
YDR243C	PRP28	1723.809761	1439.764852	1.197285625	NA	neither	1787	20	1767	0	0.482173175	2.02982E-05	1.0276	Cytonuclear	6.8	0.379333333
YML098W	TAF13	1138.101494	951.999785	1.195485032	NA	neither	739	55	504	180	0.404761905	NA	0.5648	Cytonuclear	13.9	0.432333333
YGL170C	SPO74	141.3232142	118.2288623	1.19533599	NA	neither	1242	0	1242	0	0.425120773	1.05949E-05	NA	Cytonuclear	NA	0.358333333
YIR018C-A	YIR018C-A	30.69654764	25.68467315	1.195130943	NA	neither	138	0	138	0	0.347826087	1.31992E-05	NA	Cytonuclear	NA	0.355333333
YIL158W	AIM20	1817.201072	1521.525936	1.194328028	NA	neither	744	31	615	98	0.429268293	7.76476E-06	0.3344	TMD	7.6	0.424666667
YGR288W	MAL13	1251.321632	1047.743924	1.194301016	NA	neither	1646	86	1422	138	0.419831224	2.85953E-05	0.2073	Cytonuclear	13.3	0.411333333
YJL156C	SSY5	3879.295074	3248.689132	1.194110891	NA	neither	2554	85	2064	405	0.408571429	2.56066E-05	0.6872	Cytonuclear	8	0.380333333
YIL049W	DFG10	1182.248243	990.1708431	1.1939841	NA	neither	838	5	762	71	0.38976378	6.99651E-05	0.6203	TMD	6.6	0.347666667
YDR111C	ALT2	3422.910213	2867.513577	1.193685791	NA	neither	1751	0	1524	227	0.498031496	4.63407E-05	0.4428	Cytonuclear	9.2	0.422666667
YPL161C	BEM4	2652.950372	2223.23718	1.193282658	NA	neither	2082	22	1902	158	0.400630915	NA	0.2516	Cytonuclear	8.6	0.358333333
YNL238W	KEX2	9115.480011	7641.165979	1.192943595	NA	neither	2823	260	2445	118	0.455214724	1.5482E-05	1.0331	SSTMD	8.4	0.416666667
YLR433C	CNA1	3690.202109	3093.556481	1.192867216	NA	neither	2362	0	1662	700	0.462093863	NA	1.4794	Cytonuclear	8	0.388
YPR199C	ARR1	1870.401416	1569.164283	1.191972974	NA	neither	1015	26	885	104	0.396610169	1.79304E-05	0.3911	Cytonuclear	11.3	0.389666667
YNL240C	NAR1	1829.068665	1534.977729	1.191592967	NA	neither	1743	177	1476	90	0.430894309	2.42446E-05	0.5011	Cytonuclear	14.9	0.515
YOR013W	IRC11	328.7585617	275.9116832	1.191535486	NA	neither	538	0	471	67	NA	2.12618E-05	NA	NA	18.9	NA
YGR252W	GCN5	2823.684645	2370.387204	1.1912335	NA	neither	1537	39	1320	178	0.402272727	1.9598E-05	0.5346	Cytonuclear	7.5	0.380333333
YIL089W	YIL089W	229.4330855	192.6392176	1.190998844	NA	neither	618	0	618	0	0.393203883	NA	NA	TMD	18.5	0.381666667
YGR171C	MSM1	2299.163063	1931.814033	1.190157553	NA	neither	2039	210	1728	101	0.444444444	NA	0.4416	mito	12.2	0.378
YNL143C	YNL143C	104.0452708	87.47140259	1.189477563	NA	neither	393	0	393	0	0.404580153	3.08238E-05	NA	Exception	14.8	NA
YEL073C	YEL073C	1728.936498	1453.801611	1.189252017	NA	neither	324	0	324	0	0.361111111	NA	NA	Exception	7.2	0.401333333
YMR114C	YMR114C	1678.030102	1412.870071	1.187674745	NA	neither	1188	33	1107	48	0.425474255	NA	0.7139	Cytonuclear	11.7	0.417333333
YML007C-A	YML007C-A	56.32412176	47.43781844	1.187325295	NA	neither	114	0	111	3	0.459459459	1.70081E-05	NA	mito	NA	0.378333333
YER060W	FCY21	2219.347819	1870.246775	1.186660418	NA	neither	1854	146	1587	121	0.468809074	7.2938E-05	0.3609	Exception	6.4	0.419666667
YOL090W	MSH2	7821.864066	6591.895254	1.18658804	NA	neither	3010	46	2895	69	0.487046632	2.66518E-05	1.5227	Cytonuclear	12.2	0.366333333
YKL113C	RAD27	4511.902589	3803.100196	1.186374893	NA	neither	1403	149	1149	105	0.488250653	NA	0.6123	Cytonuclear	11.4	0.401
YOR070C	GYP1	3951.022035	3331.949135	1.185799025	NA	neither	2167	175	1914	78	0.4169279	NA	0.6168	Cytonuclear	7.2	0.406
YOR255W	OSW1	62.69013979	52.8920236	1.18524752	NA	neither	837	0	837	0	0.437275986	1.09149E-05	NA	Cytonuclear	NA	0.377666667
YLR030W	YLR030W	285.5006129	241.2544816	1.183400246	NA	neither	792	0	792	0	0.446969697	1.63548E-05	NA	Cytonuclear	25.3	0.409
YOR037W	CYC2	1732.142889	1464.404813	1.182830645	NA	neither	1229	24	1101	104	0.395095368	2.01976E-05	0.2558	mito	9.7	0.380333333
YBL010C	YBL010C	1242.427337	1050.960238	1.18218301	NA	neither	1122	22	843	257	0.416370107	2.91473E-05	0.5134	Cytonuclear	11.1	0.380666667
YGL044C	RNA15	2208.998818	1868.734896	1.1820825	NA	neither	1358	210	891	257	0.377104377	NA	0.7947	Cytonuclear	6.9	0.413
YOR173W	DCS2	5066.382736	4286.211153	1.182018934	NA	neither	1214	35	1062	117	0.480225989	2.81838E-05	NA	Cytonuclear	11.1	0.412666667
YLR402W	YLR402W	104.7104299	88.65669603	1.181077511	NA	neither	574	0	516	58	NA	6.10858E-05	NA	NA	6.4	NA
YNL277W	MET2	4654.398662	3942.964963	1.180431149	NA	neither	1853	301	1461	91	0.496919918	9.22374E-05	0.7057	Cytonuclear	12	0.452666667
YGR145W	ENP2	4328.367309	3668.399618	1.17990616	NA	neither	2207	48	2124	35	0.540960452	5.97226E-06	1.7813	Cytonuclear	5.4	0.378333333
YNL309W	STB1	1593.388754	1351.150638	1.179282835	NA	neither	1532	78	1263	191	0.410926366	7.02726E-05	1.5694	Cytonuclear	6.8	0.461
YBR175W	SWD3	2030.410431	1721.972561	1.179118923	NA	neither	1008	0	948	60	0.360759494	6.51075E-05	0.1525	Cytonuclear	14.7	0.426333333
YGL139W	FLC3	6622.765977	5617.086753	1.17903929	NA	neither	2819	85	2409	325	0.450809465	NA	1.4867	SSTMD	8.5	0.386333333
YJL149W	DAS1	3899.339517	3307.846808	1.178815025	NA	neither	2348	46	1992	310	0.459337349	5.38647E-05	1.5252	Cytonuclear	3.5	0.375666667
YER135C	YER135C	40.28479307	34.18736581	1.178353234	NA	neither	393	0	393	0	NA	NA	NA	NA	NA	NA
YML122C	YML122C	25.19986821	21.38728629	1.17826394	NA	neither	381	0	381	0	NA	NA	NA	NA	NA	NA
YKL166C	TPK3	2200.685103	1867.803744	1.178220736	NA	neither	1386	0	1197	189	0.486215539	9.81807E-06	0.3419	Cytonuclear	8.6	0.396
YNL146W	YNL146W	142.1548094	120.6675255	1.178070147	NA	neither	303	0	303	0	0.405940594	1.97619E-05	NA	TMD	NA	0.32
YGL247W	BRR6	1059.813134	900.0364549	1.177522453	NA	neither	625	0	594	31	0.383838384	3.70848E-05	0.2633	TMD	16.8	0.378666667
YOR040W	GLO4	1301.719802	1105.524574	1.177467994	NA	neither	1075	16	858	201	0.433566434	3.20757E-05	0.4652	mito	10.8	0.416333333
YDR460W	TFB3	1406.739982	1195.914472	1.176288117	NA	neither	1229	118	966	145	0.465838509	2.11342E-05	0.8198	Cytonuclear	8.7	0.394333333
YJL155C	FBP26	2320.633935	1972.974761	1.176210655	NA	neither	1617	114	1359	144	0.432671082	NA	0.4774	Cytonuclear	11.5	0.371
YOL157C	IMA2	494.5885161	420.8676049	1.175164138	NA	neither	1770	0	1770	0	0.574576271	5.89146E-05	NA	Cytonuclear	NA	0.427666667
YNL133C	FYV6	751.2608641	639.6637274	1.174462193	NA	neither	522	0	522	0	0.390804598	4.6049E-05	1.4558	Cytonuclear	8.7	0.366
YGR266W	YGR266W	4647.161679	3959.07516	1.173799812	NA	neither	2403	68	2106	229	0.472934473	2.12322E-05	0.9853	Cytonuclear	10.9	0.391333333
YLL029W	FRA1	11442.38841	9748.374169	1.173774027	NA	neither	2475	128	2250	97	0.485333333	2.50466E-05	1.3084	Cytonuclear	8.8	0.427
YOL119C	MCH4	2308.489406	1968.738414	1.172572948	NA	neither	1651	25	1506	120	0.434262948	NA	0.4822	TMD	10	0.401666667
YMR057C	YMR057C	24.83414288	21.18045595	1.172502752	NA	neither	372	0	372	0	NA	2.97594E-05	NA	NA	NA	NA
YFL002C	SPB4	4188.738278	3572.572964	1.172471023	NA	neither	1940	13	1821	106	0.429983526	3.59707E-05	0.7069	Cytonuclear	9	0.378666667
YGR174C	CBP4	1775.835325	1514.766259	1.172349407	NA	neither	653	15	513	125	0.421052632	9.53854E-06	1.0619	mito	16.1	0.442333333
YLL058W	YLL058W	4700.11693	4012.705197	1.171308805	NA	neither	1848	40	1728	80	0.423611111	NA	0.872	Cytonuclear	20.4	0.421
YDL129W	YDL129W	588.8530927	502.7898348	1.171171436	NA	neither	1276	148	876	252	0.393835616	1.28725E-05	0.274	Cytonuclear	7	0.425666667
YMR122C	YMR122C	21.60898127	18.46069249	1.170540123	NA	neither	375	0	375	0	NA	2.21907E-05	NA	NA	NA	NA
YEL015W	EDC3	5184.302205	4430.707735	1.170084446	NA	neither	1735	23	1656	56	0.463768116	NA	0.4998	Cytonuclear	7.6	0.394
YMR302C	YME2	9554.881153	8166.837815	1.169960929	NA	neither	2685	34	2553	98	0.48413631	3.90869E-05	0.5768	mito	9.2	0.397666667
YMR156C	TPP1	613.3421715	524.2533263	1.169934726	NA	neither	717	0	717	0	0.451882845	4.32279E-05	NA	Cytonuclear	19.2	0.384666667
YJL201W	ECM25	4054.687187	3466.82692	1.169567238	NA	neither	1854	0	1800	54	0.458333333	3.23942E-05	0.9846	Cytonuclear	3.5	0.366666667
